"probset.ids","gene.names"
"X1556527_a_at",""
"X1556528_at","LINC00692"
"X1556529_a_at","LINC00692"
"X1556531_at","RBSG3"
"X1556533_at","LINC00868"
"X1556536_at","LOC729224"
"X1556538_at","MFI2"
"X1556540_a_at",""
"X1556541_s_at",""
"X1556542_a_at",""
"X1556543_at",""
"X1556545_at",""
"X1556551_s_at","SLC39A6"
"X1556552_a_at","ACSF3"
"X1556553_at",""
"X1556554_at","TRIM50"
"X1556555_at","LOC100129461"
"X1556558_s_at","ENTPD3-AS1"
"X1556560_a_at","FAM229A"
"X1556564_at","HHIPL1"
"X1556567_at","NAP1L4"
"X1556568_a_at",""
"X1556571_at","LOC100506538"
"X1556573_s_at","LOC286178"
"X1556578_a_at","FLJ31945"
"X1556579_s_at","IGSF10"
"X1556580_a_at","RP11-981G7.6"
"X1556581_at","ZNF778"
"X1556582_at","PVR"
"X1556583_a_at","SLC8A1"
"X1556584_at","AK130486"
"X1556586_x_at","AK130486"
"X1556588_at","C15orf37"
"X1556589_at",""
"X1556590_s_at",""
"X1556592_at",""
"X1556593_s_at",""
"X1556595_at","RP11-319G9.3"
"X1556597_a_at","LOC284513"
"X1556598_at","ARPP21"
"X1556599_s_at","ARPP21"
"X1556601_a_at","SPATA13"
"X1556602_at",""
"X1556606_at","NAV2"
"X1556607_at","EHD4"
"X1556608_a_at","EHD4"
"X1556609_at","LOC401098"
"X1556613_s_at","DPY19L4"
"X1556616_a_at","KLHDC4"
"X1556617_a_at","LINC00901"
"X1556618_at",""
"X1556619_at","SHISA9"
"X1556620_at",""
"X1556621_a_at",""
"X1556622_s_at",""
"X1556623_at",""
"X1556624_at","RP11-214K3.20"
"X1556625_a_at","RP11-214K3.20"
"X1556627_at","DRP2"
"X1556629_a_at","SNAP25"
"X1556630_at","CASC2"
"X1556633_at","C1orf204"
"X1556636_at",""
"X1556638_at","PAX7"
"X1556639_at","LOC100996455"
"X1556641_at","SLC7A14"
"X1556643_at","LOC100507535"
"X1556645_s_at","BC043400 /// RP11-875O11.1"
"X1556646_at","DCTN5"
"X1556648_a_at","C10orf40"
"X1556649_at",""
"X1556650_at",""
"X1556651_at",""
"X1556653_at","ANKAR"
"X1556654_at","CDK12"
"X1556655_s_at","CDK12"
"X1556656_at",""
"X1556657_at",""
"X1556658_a_at",""
"X1556659_at",""
"X1556661_at","GTSE1-AS1"
"X1556662_at","LOC100506142"
"X1556663_s_at","LOC100506142"
"X1556665_at","TTC6"
"X1556666_a_at","TTC6"
"X1556667_at","FTCDNL1"
"X1556669_a_at",""
"X1556670_at","GTF3C2-AS1"
"X1556671_s_at","GTF3C2-AS1"
"X1556672_a_at","RBM6"
"X1556675_s_at","LINC01016"
"X1556676_a_at","RP11-425D10.10"
"X1556677_at",""
"X1556678_a_at","CTC-471J1.2"
"X1556679_at",""
"X1556682_s_at",""
"X1556683_x_at",""
"X1556684_at","RPPH1"
"X1556685_at",""
"X1556687_a_at","CLDN10 /// LOC101927308"
"X1556689_a_at","WNT4"
"X1556690_s_at",""
"X1556694_a_at",""
"X1556695_a_at","NR2F1-AS1"
"X1556696_s_at","NR2F1-AS1"
"X1556697_at","GPRIN3"
"X1556698_a_at","GPRIN3"
"X1556699_at",""
"X1556700_a_at",""
"X1556701_at",""
"X1556704_s_at","LOC100133920 /// LOC100996643 /// LOC101928195 /// LOC101929583 /// LOC286297"
"X1556706_at",""
"X1556709_a_at","LOC283887"
"X1556711_at","FAM216B"
"X1556713_at",""
"X1556715_at","PRPSAP1"
"X1556717_at","MIR194-2"
"X1556718_s_at","MIR194-2"
"X1556721_at","C20orf203"
"X1556722_a_at","C20orf203"
"X1556724_at","LOC100288490"
"X1556725_a_at","LOC100288490"
"X1556727_at","PRCD"
"X1556728_at",""
"X1556730_at","LOC652993"
"X1556732_at","EML4"
"X1556734_at",""
"X1556735_at",""
"X1556736_at","SCOC-AS1"
"X1556737_at","LINC00671"
"X1556739_at","GOLGA8I /// GOLGA8M"
"X1556740_at","EGFLAM-AS2"
"X1556742_at","GUSBP1 /// GUSBP4"
"X1556743_at","ZNF654"
"X1556744_a_at","ZNF654"
"X1556747_a_at","LOC101928343"
"X1556748_x_at","LOC101928343"
"X1556749_at","BC035096 /// RP11-433J8.1"
"X1556750_at","LOC153577"
"X1556753_s_at","AC012531.25"
"X1556754_at","LINC00856"
"X1556755_s_at","LOC286149 /// MIR3150A /// MIR3150B"
"X1556757_a_at","ALS2CR11"
"X1556758_at","FAM208B"
"X1556759_at",""
"X1556760_a_at",""
"X1556761_at",""
"X1556762_a_at",""
"X1556763_at",""
"X1556764_s_at",""
"X1556766_at","ERICH1"
"X1556768_at","LINC00930"
"X1556769_a_at","RP11-874J12.4"
"X1556770_a_at","FBXL13"
"X1556771_a_at","CNTFR-AS1"
"X1556773_at",""
"X1556775_at","AC092155.4 /// BC038779"
"X1556776_a_at","AF075036 /// OR7D2"
"X1556777_a_at","AF075036 /// OR7D2"
"X1556778_at",""
"X1556779_s_at","CTD-2547L24.4"
"X1556781_at",""
"X1556783_a_at",""
"X1556784_at","RP1-178F10.1"
"X1556786_at","AX746903 /// PDE5A"
"X1556787_s_at","AX746903 /// PDE5A"
"X1556789_a_at","PAXBP1-AS1"
"X1556793_a_at","FAM83C"
"X1556794_at",""
"X1556796_at","KRBOX1-AS1"
"X1556797_at","RNF144A-AS1"
"X1556798_a_at","RNF144A-AS1"
"X1556800_a_at",""
"X1556801_at","LOC400794"
"X1556803_at","POLR3B"
"X1556804_s_at","POLR3B"
"X1556805_at",""
"X1556806_at",""
"X1556808_at","RAP2A"
"X1556809_a_at","RAP2A"
"X1556810_a_at",""
"X1556812_a_at",""
"X1556813_at",""
"X1556814_a_at","CTA-292E10.6"
"X1556815_at",""
"X1556817_a_at",""
"X1556818_at",""
"X1556820_a_at","DLEU2"
"X1556821_x_at","DLEU2"
"X1556822_s_at","ZNF837"
"X1556823_s_at","CTD-2639E6.4"
"X1556824_at",""
"X1556826_s_at","DRAXIN"
"X1556827_at","LPP-AS2"
"X1556828_at",""
"X1556829_at","TIPARP-AS1"
"X1556831_at","DYNC1H1"
"X1556832_at","LOC101927314"
"X1556834_at","LOC100652770"
"X1556835_s_at","LOC100652770"
"X1556836_at",""
"X1556837_a_at",""
"X1556839_s_at","LOC100289090 /// RP11-23P13.6"
"X1556841_a_at","ALDH1L2"
"X1556842_at","LOC286087"
"X1556844_at","LOC100132078"
"X1556846_at","AX748294 /// RP11-1006G14.1"
"X1556847_s_at","AX748294 /// RP11-1006G14.1"
"X1556849_at",""
"X1556850_at","BC033323 /// CEP290"
"X1556851_at","RP11-700H6.1"
"X1556852_a_at","RP11-700H6.1"
"X1556854_at","ATP11A-AS1"
"X1556855_a_at","ATP11A-AS1"
"X1556856_at",""
"X1556859_a_at","LOC285740"
"X1556864_at","TCTN1"
"X1556865_at",""
"X1556867_at",""
"X1556872_s_at","IQSEC3"
"X1556873_at","MEX3C"
"X1556874_a_at","MEX3C"
"X1556876_s_at","LOC101930578 /// TPTE2P2"
"X1556877_at",""
"X1556879_at",""
"X1556881_at","ARHGEF33"
"X1556883_a_at","LOC101927424 /// LOC101929800 /// LOC440896 /// PGM5"
"X1556884_a_at","LINC00558"
"X1556885_at","LAYN"
"X1556886_a_at","LAYN"
"X1556887_at","NPHP3-AS1"
"X1556888_at","LOC101927121"
"X1556889_s_at","LOC101927121"
"X1556891_at","SORCS1"
"X1556894_at","NT5DC2"
"X1556895_a_at","NT5DC2"
"X1556896_at","LINC01270"
"X1556898_at","LOC200830"
"X1556899_at","PRMT5-AS1"
"X1556900_at","APCDD1L-AS1"
"X1556901_s_at","APCDD1L-AS1"
"X1556903_at","LOC101928335"
"X1556904_at","RP11-731J8.2"
"X1556905_at","ZNF577"
"X1556907_at","ZNF474"
"X1556909_at","LOC100505853"
"X1556911_at","ALMS1-IT1"
"X1556912_at","GIT2"
"X1556913_a_at","GIT2"
"X1556914_at","LOC100652911"
"X1556916_a_at","LOC101928651"
"X1556917_a_at","LOC101928651"
"X1556919_at","LEPR"
"X1556920_s_at","LINC01330"
"X1556921_at","LOC101927138"
"X1556923_at",""
"X1556924_at","CFLAR-AS1"
"X1556925_at","SMC3"
"X1556927_at","KCNK10"
"X1556928_at",""
"X1556929_at","PAPOLG"
"X1556931_at","CDC42-IT1"
"X1556932_at",""
"X1556933_at",""
"X1556935_at","RP1-142L7.8"
"X1556936_at","LOC100506834"
"X1556937_at",""
"X1556938_a_at",""
"X1556940_at","LOC283484"
"X1556941_a_at","LOC283484"
"X1556942_at",""
"X1556944_at","AK057554 /// RP11-144L1.4"
"X1556945_a_at","AK057554 /// RP11-144L1.4"
"X1556947_at",""
"X1556950_s_at","SERPINB6"
"X1556951_at",""
"X1556952_at",""
"X1556954_at","CASC22"
"X1556956_at","KCP"
"X1556958_at",""
"X1556959_at","ANHX"
"X1556960_a_at","ANHX"
"X1556962_at",""
"X1556963_at",""
"X1556964_s_at",""
"X1556967_at","ZDHHC14"
"X1556969_at","CCDC108"
"X1556970_at","RP11-85A1.3"
"X1556971_a_at","RP11-85A1.3"
"X1556972_at",""
"X1556976_s_at",""
"X1556978_a_at","TAF8"
"X1556980_at",""
"X1556982_at",""
"X1556983_a_at",""
"X1556984_at",""
"X1556985_at",""
"X1556986_at","OR2H1"
"X1556987_s_at","OR2H1"
"X1556988_s_at","CHD1L"
"X1556989_at",""
"X1556990_at","PERP"
"X1556992_at","LOC550113 /// UBA6-AS1"
"X1556994_at","RP11-1078H9.6"
"X1556996_at","LEPROT"
"X1556997_a_at","LEPR /// LEPROT"
"X1556999_at","LOC100271832"
"X1557000_at","ESPNL"
"X1557002_x_at","ESPNL"
"X1557003_at","TTC23L"
"X1557004_at","LOC100505902 /// LOC285389"
"X1557007_a_at","RP11-304C12.3"
"X1557008_at","LOC340107"
"X1557009_a_at","LOC340107"
"X1557012_a_at",""
"X1557014_a_at","FAM201A"
"X1557016_a_at","C1orf177"
"X1557017_at","LOC101929607"
"X1557018_a_at","LOC101929607"
"X1557021_s_at","LOC100507250"
"X1557022_at","LOC101928989"
"X1557024_at","RP11-744D14.2"
"X1557025_a_at","RP11-744D14.2"
"X1557026_at","LOC101927787"
"X1557027_at","LOC100287221"
"X1557029_at","HMMR-AS1"
"X1557030_at","GAB1"
"X1557031_at","RNF212"
"X1557034_s_at","LOC100134445 /// LOC100288778 /// LOC100653296 /// WASH1 /// WASH2P /// WASH3P /// WASH5P /// WASH7P"
"X1557036_at","AK055910 /// ZBTB1"
"X1557037_a_at","UBAC2-AS1"
"X1557038_s_at","UBAC2-AS1"
"X1557042_at","KCNQ3"
"X1557044_at","LINC00665"
"X1557046_x_at","LINC00665"
"X1557047_at","YEATS2"
"X1557049_at","BTBD19"
"X1557050_at","HOTAIRM1"
"X1557051_s_at","HOTAIRM1"
"X1557052_at",""
"X1557053_s_at","UBE2G2"
"X1557055_s_at","LINC01128"
"X1557056_at","C5orf47"
"X1557057_a_at","C5orf47"
"X1557059_at","NIFK-AS1"
"X1557060_at","BC036830 /// OVAAL /// RP11-522D2.1"
"X1557062_at","ZSCAN16-AS1"
"X1557063_at","DICER1-AS1"
"X1557064_s_at","HGSNAT"
"X1557065_at","AK096592 /// YLPM1"
"X1557066_at","LUC7L"
"X1557067_s_at","LUC7L"
"X1557068_at","LOC100505782"
"X1557070_at","TFAP2A-AS1"
"X1557071_s_at","NUB1"
"X1557073_s_at","TTBK2"
"X1557077_a_at","CTA-390C10.10"
"X1557078_at","SLFN5"
"X1557079_at","ITGBL1"
"X1557080_s_at","ITGBL1"
"X1557081_at","RBM25"
"X1557085_at","OOSP2"
"X1557089_at","KIF5C"
"X1557091_at","MAMSTR"
"X1557094_at","LOC100996760"
"X1557098_s_at","HAR1A"
"X1557099_at","LOC101929132"
"X1557100_s_at","HECTD1"
"X1557103_a_at","LMTK3"
"X1557104_at","ZSCAN30"
"X1557105_a_at","ZSCAN30"
"X1557107_at","SLC26A4-AS1"
"X1557112_a_at","VPS53"
"X1557113_at","LOC283588"
"X1557114_a_at","C19orf82"
"X1557116_at","APOL6"
"X1557117_at","INTS6-AS1"
"X1557118_a_at","INTS6-AS1"
"X1557119_a_at","ZNF575"
"X1557120_at","EEF1A1"
"X1557121_s_at","HEATR6"
"X1557122_s_at","GABRB2"
"X1557123_a_at","CHADL"
"X1557124_at","AX747140 /// TMEM198B"
"X1557126_a_at","PLD1"
"X1557128_at","FAM111B"
"X1557129_a_at","FAM111B"
"X1557131_at","SSSCA1-AS1"
"X1557132_at","WDR17"
"X1557133_at","LINC00632"
"X1557135_at","AC002310.12 /// AK056973"
"X1557136_at","ATP13A4"
"X1557137_at","TMEM17"
"X1557139_at","DDX11-AS1"
"X1557141_at","FAM188B /// INMT /// INMT-FAM188B"
"X1557143_at","CSMD2"
"X1557145_at","STK38"
"X1557146_a_at","SSTR5-AS1"
"X1557147_a_at","LOC101928837"
"X1557148_at","HM13"
"X1557149_at","AF086154 /// RP11-432J24.5"
"X1557151_at","DQ580846"
"X1557154_at",""
"X1557155_a_at",""
"X1557158_s_at","KMT2C"
"X1557161_at","LOC100132735"
"X1557162_at","C16orf92"
"X1557164_a_at",""
"X1557165_s_at","KLHL18"
"X1557166_at","PDCD4"
"X1557167_at","HCG11"
"X1557169_x_at","HCG11"
"X1557170_at","NEK8"
"X1557172_x_at","NEK8"
"X1557174_a_at","IRAK1BP1"
"X1557176_a_at","C14orf37"
"X1557177_at","LOC100506258"
"X1557179_s_at","CARS2"
"X1557180_at","C11orf87"
"X1557181_s_at","C11orf87"
"X1557185_at","TPCN1"
"X1557186_s_at","TPCN1"
"X1557189_at","DNASE1"
"X1557190_at",""
"X1557192_at","COX10-AS1"
"X1557193_at",""
"X1557194_a_at","RAD54L2"
"X1557195_at",""
"X1557196_a_at",""
"X1557197_a_at","LGALS3"
"X1557203_at","PABPC1L2A /// PABPC1L2B"
"X1557206_at","C17orf104"
"X1557207_s_at","LOC283177"
"X1557208_at","PROSER2-AS1"
"X1557211_a_at","FAM181A-AS1"
"X1557212_at","EIF1B-AS1"
"X1557214_at","LOC100506107"
"X1557215_at","LINC00648"
"X1557217_a_at","FANCB"
"X1557218_s_at","FANCB"
"X1557219_at","LOC100506827"
"X1557222_at",""
"X1557223_at","RBPMS"
"X1557224_at",""
"X1557225_at","ASPG"
"X1557226_a_at","ASPG"
"X1557227_s_at","TPR"
"X1557228_at","EHBP1L1"
"X1557232_at","LOC102725017"
"X1557233_at","F11-AS1"
"X1557235_at","RP11-495K9.3"
"X1557236_at","APOL6"
"X1557238_s_at",""
"X1557239_at","BBX"
"X1557240_a_at",""
"X1557241_a_at","RP11-524D16__A.3"
"X1557242_at",""
"X1557244_a_at",""
"X1557246_at","KIDINS220"
"X1557248_at","ZNF814"
"X1557252_at",""
"X1557256_a_at","GABRB1"
"X1557257_at","BCL10"
"X1557258_a_at","BCL10"
"X1557260_a_at","ZNF382"
"X1557261_at","WHAMMP2 /// WHAMMP3"
"X1557262_at","LOC102724814"
"X1557263_s_at","LOC102724814"
"X1557265_at",""
"X1557267_s_at","GEN1"
"X1557270_at",""
"X1557274_at","AC012360.6"
"X1557275_a_at","TLCD2"
"X1557276_at","LINC01016"
"X1557277_a_at","LINC01016"
"X1557278_s_at","AX746492 /// TNPO1"
"X1557279_at","ITSN1"
"X1557280_s_at","ITSN1"
"X1557283_a_at","ZNF519"
"X1557285_at","AREG"
"X1557286_at",""
"X1557287_at","LOC101928231"
"X1557289_s_at","GTF2IRD2"
"X1557290_at","DPY19L2P4"
"X1557292_a_at","MCOLN3"
"X1557293_at","LINC00969"
"X1557295_a_at",""
"X1557296_at","FLJ12825"
"X1557297_at",""
"X1557300_s_at",""
"X1557301_a_at",""
"X1557302_at","ZNF585B"
"X1557303_at","NT5C"
"X1557305_at","TACC1"
"X1557309_at","DENND1B"
"X1557311_at",""
"X1557312_at","C12orf61"
"X1557314_at","DPY19L2P3"
"X1557315_a_at",""
"X1557316_at",""
"X1557319_at",""
"X1557321_a_at","CAPN14"
"X1557322_at","ZNF230"
"X1557325_at",""
"X1557326_at",""
"X1557328_at","LOC283665"
"X1557329_at",""
"X1557330_at","BC027619 /// RP11-236J17.3"
"X1557331_at","POLR1B"
"X1557334_a_at","LOC101929225"
"X1557335_at",""
"X1557336_at","SUCLG2-AS1"
"X1557338_x_at","SUCLG2-AS1"
"X1557339_at",""
"X1557341_x_at",""
"X1557342_a_at","hsa-let-7a-3 /// hsa-let-7b /// hsa-mir-4763 /// MIRLET7BHG /// RP4-695O20__B.10"
"X1557343_at",""
"X1557345_at","LOC283516"
"X1557346_a_at","C17orf51"
"X1557347_at","MCPH1"
"X1557348_at",""
"X1557349_at","RERE"
"X1557350_at","G3BP1"
"X1557352_at","SQLE"
"X1557353_at",""
"X1557354_at","SOS1"
"X1557357_at","THUMPD3-AS1"
"X1557359_at","LINC01268"
"X1557360_at","LRPPRC"
"X1557362_at","PHIP"
"X1557363_a_at","PHIP"
"X1557366_at","CCDC144A /// CCDC144B /// CCDC144CP /// LOC101929141"
"X1557369_a_at","LINC00698"
"X1557370_s_at","MYCBP2"
"X1557371_a_at","LINC00961"
"X1557372_at","ATP6V1E2 /// FLJ41757"
"X1557373_at","LINC01141"
"X1557374_at","ABCC9"
"X1557375_at",""
"X1557380_at","AGAP11"
"X1557382_x_at","AGAP11"
"X1557383_a_at","RP5-1092A3.4"
"X1557384_at","LOC100506639 /// ZNF131"
"X1557385_at","FAM161A"
"X1557386_at","LOC100507600"
"X1557388_at","RTTN"
"X1557389_at","SH3PXD2A-AS1"
"X1557394_at","DLGAP4"
"X1557395_at","IGFBP7-AS1"
"X1557398_at",""
"X1557399_at","LOC284009 /// METTL16"
"X1557400_at",""
"X1557402_at","RP1-265C24.8"
"X1557403_s_at",""
"X1557404_at","RP11-65D24.2"
"X1557405_at","LOC100130111"
"X1557406_s_at","LOC100130111"
"X1557409_at",""
"X1557410_at","LOC100506606"
"X1557411_s_at","SLC25A43"
"X1557413_a_at",""
"X1557415_s_at","LETM2"
"X1557417_s_at","RSPH10B /// RSPH10B2"
"X1557418_at","ACSL4"
"X1557419_a_at","ACSL4"
"X1557421_at",""
"X1557422_at",""
"X1557424_at","LOC100505878"
"X1557427_at","RP11-799D4.4"
"X1557429_s_at","FAM227B"
"X1557430_at","SMIM17"
"X1557431_at","RP4-561L24.3"
"X1557432_at","RASAL2"
"X1557433_at",""
"X1557434_at","LOC100506497"
"X1557436_at","XKR6"
"X1557437_a_at",""
"X1557438_at",""
"X1557439_at","ARHGEF7-AS2"
"X1557443_s_at","LOC100505811"
"X1557444_at","TREML3P"
"X1557446_x_at","TREML3P"
"X1557448_a_at","RP11-486A14.1"
"X1557450_s_at","WHAMMP2"
"X1557451_at","DGCR10"
"X1557452_at",""
"X1557453_at",""
"X1557455_s_at","MOSPD1"
"X1557456_a_at",""
"X1557457_at",""
"X1557458_s_at","SHB"
"X1557459_at",""
"X1557463_at",""
"X1557465_at","LINC00282"
"X1557466_at","FLJ31104"
"X1557468_at","BC043227"
"X1557470_at","SPATA13"
"X1557472_a_at","LINC01122"
"X1557474_at","LOC284578"
"X1557475_at","LINC00507"
"X1557476_at","PFN4"
"X1557477_at","STIM1"
"X1557478_at",""
"X1557479_at",""
"X1557480_a_at","PPP1R27"
"X1557481_a_at","LINC00320"
"X1557483_at","LOC284788"
"X1557484_at","RP11-634B7.4"
"X1557486_at","ANKRD44-IT1"
"X1557487_at",""
"X1557488_at","CBX3P2"
"X1557491_at","LOC100240728"
"X1557493_x_at","LOC100240728"
"X1557495_at",""
"X1557498_a_at","LOC101928190"
"X1557501_a_at",""
"X1557502_at","PCCB"
"X1557504_at",""
"X1557505_a_at",""
"X1557506_a_at","RP4-593C16.3"
"X1557507_at","TRIM52-AS1"
"X1557511_at","LOC101928614"
"X1557512_at",""
"X1557513_a_at",""
"X1557514_a_at",""
"X1557515_at",""
"X1557517_a_at",""
"X1557518_a_at","RP11-715J22.6"
"X1557519_at",""
"X1557520_a_at",""
"X1557521_a_at",""
"X1557522_x_at",""
"X1557523_at","ATP6AP1L"
"X1557527_at","AX746823"
"X1557528_at","STRADA"
"X1557529_at","HECTD4"
"X1557531_a_at","C10orf55"
"X1557532_at","NDUFA7"
"X1557533_at",""
"X1557534_at","LOC339862"
"X1557535_at","PALLD"
"X1557536_at","WNK2"
"X1557538_at",""
"X1557539_at",""
"X1557540_at","LOC100507403"
"X1557541_at","FAM201A"
"X1557542_at","RP11-384P7.7"
"X1557543_at",""
"X1557544_at","CCDC147"
"X1557545_s_at","RNF165"
"X1557548_at","PRR26"
"X1557550_at","LINC00906"
"X1557551_at",""
"X1557553_at","PPP1R12B"
"X1557555_at",""
"X1557557_at","MATN1-AS1"
"X1557558_s_at","MATN1-AS1"
"X1557560_at","AK093256 /// RP3-486I3.7"
"X1557562_at",""
"X1557564_at","ALKBH3-AS1"
"X1557565_a_at","ALKBH3-AS1"
"X1557566_at","LOC100507634"
"X1557567_a_at","LOC100507634"
"X1557569_at","MPDU1"
"X1557570_a_at","LINC01305"
"X1557571_at","VPS13D"
"X1557575_at","STBD1"
"X1557576_at","PAQR3"
"X1557578_at","PHLDB2"
"X1557580_at",""
"X1557581_x_at",""
"X1557582_at","BIN3"
"X1557583_at","ST18"
"X1557584_at","LOC403323 /// RP11-791G15.1"
"X1557585_at","ATP6V1H"
"X1557586_s_at","ATP6V1H"
"X1557588_at","LINC01310"
"X1557589_a_at",""
"X1557590_at","PARD6G-AS1"
"X1557591_at","LOC283038"
"X1557593_at","WDR3"
"X1557595_at","GINS2"
"X1557597_at","LINC00624"
"X1557598_at","LOC101927870"
"X1557599_a_at","LOC101927870"
"X1557601_s_at","KIAA1257 /// LOC100132731"
"X1557602_at","LINC00870"
"X1557604_at","LOC401312"
"X1557605_a_at","LOC401312"
"X1557606_at","LOC101928002"
"X1557607_at","LOC284080"
"X1557608_a_at","LOC284080"
"X1557609_s_at","TBC1D12"
"X1557610_at","PITRM1-AS1"
"X1557611_at","TTLL4"
"X1557613_at","KIF9-AS1"
"X1557615_a_at","ARHGAP19"
"X1557616_at","ZNF496"
"X1557617_at","DCTN1-AS1"
"X1557618_at","LOC285768"
"X1557620_a_at","CCDC38"
"X1557621_at","KCP"
"X1557623_at",""
"X1557624_at",""
"X1557626_at",""
"X1557627_at","LOC283745"
"X1557628_s_at","LOC283745"
"X1557630_s_at",""
"X1557631_at","LOC101928877"
"X1557632_at",""
"X1557633_at","POM121L8P"
"X1557636_a_at","C7orf57"
"X1557637_at",""
"X1557638_at",""
"X1557639_at","NFIA"
"X1557641_at",""
"X1557642_at","IQCA1"
"X1557644_at","LOC101926996"
"X1557645_at",""
"X1557646_at","VWA8-AS1"
"X1557647_a_at","VWA8-AS1"
"X1557649_at","GALE"
"X1557651_x_at","GALE"
"X1557652_a_at","CCDC13-AS1"
"X1557656_at","LINC00642"
"X1557657_a_at","LINC00642"
"X1557658_at",""
"X1557659_a_at",""
"X1557660_s_at","FAM170B-AS1"
"X1557661_at",""
"X1557664_at","LOC101929114"
"X1557665_at",""
"X1557666_s_at","AK8"
"X1557667_at",""
"X1557669_at","LOC100132005"
"X1557672_s_at","RSU1P2"
"X1557673_at",""
"X1557674_s_at","LOC101928068"
"X1557675_at","RAF1"
"X1557676_at",""
"X1557677_a_at","TRIML1"
"X1557679_at","ERICH1-AS1"
"X1557680_at","SAMD15"
"X1557681_s_at","SAMD15"
"X1557682_a_at","LINC01142"
"X1557683_at",""
"X1557684_at","ZNF286A"
"X1557685_at","ASAP1-IT2"
"X1557688_at",""
"X1557689_at",""
"X1557690_x_at",""
"X1557692_a_at","GATM"
"X1557693_at","SMC5-AS1"
"X1557697_at",""
"X1557698_at",""
"X1557699_x_at",""
"X1557700_at","POLH"
"X1557701_s_at","POLH"
"X1557702_at","LOC101927604"
"X1557703_at","MARCH7"
"X1557704_a_at","MARCH7"
"X1557705_a_at",""
"X1557706_at","ZHX2"
"X1557707_at",""
"X1557709_at","RP1-140C12.2"
"X1557710_at",""
"X1557712_x_at",""
"X1557713_at",""
"X1557714_at","CTBP1"
"X1557717_at","LINC00550"
"X1557718_at","PPP2R5C"
"X1557719_at","PIKFYVE"
"X1557720_s_at","MYO16"
"X1557721_at","RP11-416I2.1"
"X1557723_at","LOC285847"
"X1557724_a_at","LOC285847"
"X1557726_at","ARMCX4"
"X1557727_at","PCBP1-AS1"
"X1557729_at","GRK5"
"X1557731_at","LOC400620"
"X1557733_a_at","CHRM3-AS2"
"X1557734_s_at","LOC100130548"
"X1557735_at",""
"X1557736_at","NKTR"
"X1557737_s_at","NKTR"
"X1557738_at",""
"X1557739_at",""
"X1557740_a_at",""
"X1557741_at","LOC100128176"
"X1557742_a_at","LOC100128176"
"X1557744_at",""
"X1557745_at",""
"X1557746_at",""
"X1557749_at","EHBP1L1"
"X1557751_at",""
"X1557753_at","LOC101927282"
"X1557754_at","LOC401068"
"X1557755_at","CEP128"
"X1557756_a_at","CEP128"
"X1557757_at",""
"X1557758_at","LOC101928535"
"X1557759_at","ATP5SL"
"X1557761_s_at","LOC400794"
"X1557762_at",""
"X1557763_at","LPAR6"
"X1557765_at","LINC01021"
"X1557767_at","NANOS2"
"X1557768_at",""
"X1557769_at","AC007255.8 /// BC038570"
"X1557770_at","IPO11"
"X1557771_at","FHAD1"
"X1557772_at",""
"X1557774_at","AC104667.3"
"X1557775_a_at",""
"X1557776_at","LOC101928303"
"X1557777_at","PDE6B"
"X1557778_at","LOC101927967"
"X1557779_at","LOC101928687"
"X1557780_at",""
"X1557782_s_at","C21orf49"
"X1557783_at","MAP3K14-AS1"
"X1557786_s_at","CHIC1"
"X1557787_at","LOC101929153"
"X1557788_a_at","LINC00476 /// LOC101930476"
"X1557789_at",""
"X1557790_at","JRKL"
"X1557791_at","RP4-676L2.1"
"X1557793_at","ESYT3"
"X1557795_s_at","NTRK3"
"X1557796_at","FAR2"
"X1557797_a_at",""
"X1557798_at","CNPY2"
"X1557799_at","C11orf31"
"X1557801_x_at","C11orf31"
"X1557802_at","LOC101926944"
"X1557803_at",""
"X1557804_at",""
"X1557805_at",""
"X1557807_a_at",""
"X1557809_a_at",""
"X1557810_at",""
"X1557811_a_at",""
"X1557812_a_at",""
"X1557813_at",""
"X1557814_a_at",""
"X1557816_a_at",""
"X1557817_a_at","RP11-432M24.4"
"X1557818_x_at","RP11-432M24.4"
"X1557820_at","AFG3L2"
"X1557821_at","LINC00639"
"X1557822_at","LOC401134"
"X1557823_s_at","LOC401134"
"X1557825_at","RP11-1E4.1"
"X1557826_at","LINC01252"
"X1557827_at","DNAJC9-AS1"
"X1557828_a_at","C5orf28"
"X1557829_at",""
"X1557830_at",""
"X1557832_at","LOC101926960"
"X1557833_at",""
"X1557835_at",""
"X1557836_at","ELMOD2"
"X1557837_a_at","ELMOD2"
"X1557838_at","FAM135B"
"X1557840_at","EFHB"
"X1557841_at","LOC101926915"
"X1557842_at",""
"X1557843_at","LINC01087"
"X1557845_at",""
"X1557848_at","LOC101929084"
"X1557849_at",""
"X1557850_at","INHBA-AS1"
"X1557852_at",""
"X1557856_at",""
"X1557857_a_at",""
"X1557861_at",""
"X1557862_at","LOC654841"
"X1557863_at","LOC101928388"
"X1557864_x_at","LOC101928388"
"X1557865_at","LOC100505658"
"X1557866_at","C9orf117"
"X1557867_s_at","C9orf117"
"X1557869_at",""
"X1557871_at","LOC253573"
"X1557873_at","LOC102546294"
"X1557874_at","GRID1-AS1"
"X1557875_at","CASC17"
"X1557876_at","LINC01020"
"X1557877_s_at","LINC01020"
"X1557878_at","BC040577 /// RP11-10K16.1"
"X1557879_at","LOC100129175"
"X1557880_at","PCDH11X /// PCDH11Y"
"X1557881_at","ZNF32-AS3"
