"probset.ids","gene.names"
"X214100_x_at","NSUN5P1"
"X214101_s_at","NPEPPS"
"X214102_at",""
"X214103_s_at","RAP2A"
"X214104_at","GPR161"
"X214105_at","SOCS3"
"X214106_s_at","GMDS"
"X214107_x_at","LOC440434"
"X214108_at","MAX"
"X214109_at","LRBA"
"X214110_s_at","LOC645166 /// LOC654342"
"X214111_at","OPCML"
"X214112_s_at","CXorf40A /// CXorf40B"
"X214113_s_at","RBM8A"
"X214114_x_at","FASTK"
"X214115_at","VAMP5"
"X214116_at","BTD"
"X214117_s_at","BTD"
"X214118_x_at","PCM1"
"X214119_s_at","FKBP1A /// LOC101929368"
"X214120_at","RFPL1S"
"X214121_x_at","PDLIM7"
"X214122_at","PDLIM7"
"X214123_s_at","NOP14-AS1"
"X214124_x_at","FGFR1OP"
"X214125_s_at","NENF"
"X214126_at",""
"X214127_s_at","SRRT"
"X214128_at","DAGLA"
"X214129_at","LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP"
"X214130_s_at","LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP"
"X214131_at","TXLNGY"
"X214132_at","ATP5C1"
"X214133_at","MUC6"
"X214134_at","KIAA1211L"
"X214135_at","CLDN18"
"X214136_at","NUDT13"
"X214137_at","PTPRJ"
"X214138_at","ZNF79"
"X214139_at","ARID4B"
"X214140_at","SLC25A16"
"X214141_x_at","SRSF7"
"X214142_at","ZG16"
"X214143_x_at","RPL24"
"X214144_at","POLR2D"
"X214145_s_at","SPTB"
"X214146_s_at","PPBP"
"X214147_at","MROH7"
"X214148_at","ITFG2 /// LOC100507424"
"X214149_s_at","ATP6V0E1"
"X214150_x_at","ATP6V0E1"
"X214151_s_at","CCPG1 /// DYX1C1-CCPG1"
"X214152_at","CCPG1 /// DYX1C1-CCPG1"
"X214153_at","ELOVL5"
"X214154_s_at","PKP2"
"X214155_s_at","LARP4"
"X214156_at","MYRIP"
"X214157_at","GNAS"
"X214158_s_at","PRDM10"
"X214159_at","PLCE1"
"X214160_at",""
"X214161_at","OSGIN2"
"X214162_at","ASXL3"
"X214163_at","HSPB11"
"X214164_x_at","CA12"
"X214165_s_at","HS6ST1"
"X214166_at","SDHB"
"X214167_s_at","RPLP0"
"X214168_s_at","TJP1"
"X214169_at","SUN1"
"X214170_x_at","FH"
"X214171_s_at","U2AF2"
"X214172_x_at","RYK"
"X214173_x_at","URI1"
"X214174_s_at","PDLIM4"
"X214175_x_at","PDLIM4"
"X214176_s_at",""
"X214177_s_at","PBXIP1"
"X214178_s_at","SOX2"
"X214179_s_at","NFE2L1"
"X214180_at","MAN1C1"
"X214181_x_at","LST1"
"X214182_at",""
"X214183_s_at","TKTL1"
"X214184_at","NPFF"
"X214185_at","KHDRBS1"
"X214186_s_at","HCG26"
"X214187_x_at","CTDSPL"
"X214188_at",""
"X214189_s_at","GGA2"
"X214190_x_at","GGA2"
"X214191_at","ICA1"
"X214192_at","NUP88"
"X214193_s_at","DIEXF"
"X214194_at","DIS3"
"X214195_at","TPP1"
"X214196_s_at","TPP1"
"X214197_s_at","SETDB1"
"X214198_s_at","DGCR2"
"X214199_at","SFTPD"
"X214200_s_at","COL6A1"
"X214201_x_at","PRRC2A"
"X214202_at","CTC-428G20.3"
"X214203_s_at","LOC102724788 /// PRODH"
"X214204_at","PACRG"
"X214205_x_at","GLRX3"
"X214206_at","PPIL6"
"X214207_s_at","CARD10"
"X214208_at","KLHL35"
"X214209_s_at","ABCB9"
"X214210_at","SLC25A17"
"X214211_at","FTH1"
"X214212_x_at","FERMT2"
"X214213_x_at","LMNA"
"X214214_s_at","C1QBP"
"X214215_s_at","LARP4B"
"X214216_s_at","LARP4B"
"X214217_at","GRM5"
"X214218_s_at","XIST"
"X214219_x_at","MAP4K1"
"X214220_s_at","ALMS1"
"X214221_at","ALMS1"
"X214222_at","DNAH7"
"X214223_at","PTP4A3"
"X214224_s_at","PIN4"
"X214225_at","PIN4"
"X214226_at","PRSS53"
"X214227_at",""
"X214228_x_at","TNFRSF4"
"X214229_at","DNAH17"
"X214230_at","CDC42"
"X214231_s_at","VWA8"
"X214232_at","ABCF2"
"X214233_at","GGA2"
"X214234_s_at","CYP3A5"
"X214235_at","CYP3A5"
"X214236_at",""
"X214237_x_at","PAWR"
"X214238_at","AC012065.7"
"X214239_x_at","PCGF2"
"X214240_at","GAL"
"X214241_at","NDUFB8"
"X214242_at","MAN1A2"
"X214243_s_at","SERHL /// SERHL2"
"X214244_s_at","ATP6V0E1"
"X214245_at","RPS14"
"X214246_x_at","MINK1"
"X214247_s_at","DKK3"
"X214248_s_at","TRIM2"
"X214249_at","TRIM2"
"X214250_at","NUMA1"
"X214251_s_at","NUMA1"
"X214252_s_at","CLN5"
"X214253_s_at","DTNB"
"X214254_at","MAGEA4"
"X214255_at","ATP10A"
"X214256_at","ATP10A"
"X214257_s_at","SEC22B"
"X214258_x_at","KAT5"
"X214259_s_at","AKR7A2"
"X214260_at","COPS8"
"X214261_s_at","ADH6"
"X214262_at","MIR6875 /// TRIP6"
"X214263_x_at","POLR2C"
"X214264_s_at","EFCAB11"
"X214265_at","ITGA8"
"X214266_s_at","PDLIM7"
"X214267_s_at","CADM4"
"X214268_s_at","MTMR4"
"X214269_at","MFSD7"
"X214270_s_at","MAPRE3"
"X214271_x_at","RPL12"
"X214272_at","CYLD"
"X214273_x_at","NPRL3"
"X214274_s_at","ACAA1"
"X214275_at","MED12"
"X214276_at","KLF12"
"X214277_at","COX11"
"X214278_s_at","NDRG2"
"X214279_s_at","NDRG2"
"X214280_x_at","HNRNPA1"
"X214281_s_at","RCHY1"
"X214282_at",""
"X214283_at","TMEM97"
"X214284_s_at","FGF18"
"X214285_at","FABP3"
"X214286_at","GNAT1"
"X214287_s_at","CDK13"
"X214288_s_at","PSMB1"
"X214289_at","PSMB1"
"X214290_s_at","HIST2H2AA3 /// HIST2H2AA4"
"X214291_at","RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C"
"X214292_at","ITGB4"
"X214293_at","SEPT11"
"X214294_at","KIAA0485"
"X214295_at","KIAA0485"
"X214296_x_at","IZUMO4"
"X214297_at","CSPG4"
"X214298_x_at","SEPT6"
"X214299_at","TOP3A"
"X214300_s_at","TOP3A"
"X214301_s_at","DPYSL4"
"X214302_x_at","GJC2"
"X214303_x_at","MUC5AC"
"X214304_x_at","RP11-654A16.3"
"X214305_s_at","SF3B1"
"X214306_at","OPA1"
"X214307_at","HGD"
"X214308_s_at","HGD"
"X214309_s_at",""
"X214310_s_at","ZFPL1"
"X214311_at","ZFPL1"
"X214312_at","FOXA2"
"X214313_s_at","EIF5B"
"X214314_s_at","EIF5B"
"X214315_x_at","CALR"
"X214316_x_at","CTC-425F1.4"
"X214317_x_at","RPS9"
"X214318_s_at","FRY"
"X214319_at","FRY"
"X214320_x_at","CYP2A6"
"X214321_at","NOV"
"X214322_at","CAMK2G"
"X214323_s_at","UPF3A"
"X214324_at","GP2"
"X214325_at","GP2"
"X214326_x_at","JUND"
"X214327_x_at","LOC101928826 /// TPT1"
"X214328_s_at","HSP90AA1"
"X214329_x_at","TNFSF10"
"X214330_at","ATPAF2"
"X214331_at","TSFM"
"X214332_s_at","TSFM"
"X214333_x_at","IDH3G"
"X214334_x_at","DAZAP2"
"X214335_at","RPL18"
"X214336_s_at","COPA"
"X214337_at","COPA"
"X214338_at","DNAJB12"
"X214339_s_at","MAP4K1"
"X214340_at","ALOX12P2"
"X214341_at","AP1G2"
"X214342_at","ATXN7L1"
"X214343_s_at","ATXN7L1"
"X214344_at","LINC00950"
"X214345_at","CTD-2269F5.1"
"X214346_at","C1QL1"
"X214347_s_at","DDC"
"X214348_at","TACR2"
"X214349_at",""
"X214350_at","SNTB2"
"X214351_x_at","RPL13 /// SNORD68"
"X214352_s_at","KRAS"
"X214353_at",""
"X214354_x_at","SFTPB"
"X214355_x_at","CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9"
"X214356_s_at","KIAA0368"
"X214357_at","C1orf105"
"X214358_at","ACACA"
"X214359_s_at","HSP90AB1"
"X214360_at","SMARCA4"
"X214361_s_at","RGS12"
"X214362_at","RGS12"
"X214363_s_at","MATR3 /// SNHG4"
"X214364_at","MTERF4"
"X214365_at","TPM3"
"X214366_s_at","ALOX5"
"X214367_at","RASGRP2"
"X214368_at","RASGRP2"
"X214369_s_at","RASGRP2"
"X214370_at","S100A8"
"X214371_at","TSSK2"
"X214372_x_at","ERN2"
"X214373_at",""
"X214374_s_at","PPFIBP1"
"X214375_at","PPFIBP1"
"X214376_at","MAPK10"
"X214377_s_at","CTRL"
"X214378_at","TFPI"
"X214379_at","HNRNPDL"
"X214380_at","PRPF31"
"X214381_at","LOC441601"
"X214382_at","UNC93A"
"X214383_x_at","KLHDC3"
"X214384_s_at","DCTN2"
"X214385_s_at","MUC5AC"
"X214386_at",""
"X214387_x_at","SFTPC"
"X214388_at",""
"X214389_at","SLC5A12"
"X214390_s_at","BCAT1"
"X214391_x_at","PTGER1"
"X214392_at","IRGC"
"X214393_at","RND2"
"X214394_x_at","EEF1D"
"X214395_x_at","EEF1D"
"X214396_s_at","MBD2"
"X214397_at","MBD2"
"X214398_s_at","IKBKE"
"X214399_s_at","KRT4"
"X214400_at","INSL3"
"X214401_at","PAX1"
"X214402_s_at","SFI1"
"X214403_x_at","SPDEF"
"X214404_x_at","SPDEF"
"X214405_at",""
"X214406_s_at","SLC7A4"
"X214407_x_at","GYPB"
"X214408_s_at","RFPL1S /// RFPL3S"
"X214409_at","RFPL3S"
"X214410_at","RP11-348B17.1"
"X214411_x_at","CTRB2"
"X214412_at","H2AFB1 /// H2AFB2 /// H2AFB3"
"X214413_at","TAT"
"X214414_x_at","HBA1 /// HBA2"
"X214415_at","PLGLB1 /// PLGLB2"
"X214416_at",""
"X214417_s_at",""
"X214418_at","CT62"
"X214419_s_at","CYP2C9"
"X214420_s_at","CYP2C9"
"X214421_x_at","CYP2C9"
"X214422_at","RAD23B"
"X214423_x_at","ALDOB"
"X214424_s_at","ALDOB"
"X214425_at","AMBP"
"X214426_x_at","CHAF1A"
"X214427_at","NOP2"
"X214428_x_at","C4A /// C4B /// C4B_2"
"X214429_at","MTMR6"
"X214430_at","GLA"
"X214431_at","GMPS"
"X214432_at","ATP1A3 /// LOC101927137"
"X214433_s_at","SELENBP1"
"X214434_at","HSPA12A"
"X214435_x_at","RALA"
"X214436_at","FBXL2"
"X214437_s_at","SHMT2"
"X214438_at","HLX"
"X214439_x_at","BIN1"
"X214440_at","NAT1"
"X214441_at","STX6"
"X214442_s_at","PIAS2"
"X214443_at","PVR"
"X214444_s_at","PVR"
"X214445_at","ELL2"
"X214446_at","ELL2"
"X214447_at","ETS1"
"X214448_x_at","NFKBIB"
"X214449_s_at","RHOQ"
"X214450_at","CTSW"
"X214451_at","TFAP2B"
"X214452_at","BCAT1"
"X214453_s_at","IFI44"
"X214454_at","ADAMTS2"
"X214455_at","HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI"
"X214456_x_at","SAA1 /// SAA2"
"X214457_at","HOXA2"
"X214458_at","TRAF3IP1"
"X214459_x_at","HLA-C"
"X214460_at","LSAMP"
"X214461_at","LBP"
"X214462_at","SOCS6"
"X214463_x_at","HIST1H4J"
"X214464_at","CDC42BPA"
"X214465_at","ORM1 /// ORM2"
"X214466_at","GJA5"
"X214467_at","GPR65"
"X214468_at","MYH6"
"X214469_at","HIST1H2AE"
"X214470_at","KLRB1"
"X214471_x_at","CGB1 /// LHB"
"X214472_at","HIST1H2AD /// HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J"
"X214473_x_at","PMS2P3"
"X214474_at","PRKAB2"
"X214475_x_at","CAPN3"
"X214476_at","TFF2"
"X214477_at","MLLT1"
"X214478_at","SPP2"
"X214479_at","GFRA3"
"X214480_at","ETV3"
"X214481_at","HIST1H2AM"
"X214482_at","ZBTB25"
"X214483_s_at","ARFIP1"
"X214484_s_at","SIGMAR1"
"X214485_at","ODF1"
"X214486_x_at","CFLAR"
"X214487_s_at","RAP2A /// RAP2B"
"X214488_at","RAP2B"
"X214489_at","FSHB"
"X214490_at","ARSF"
"X214491_at","SSTR3"
"X214492_at","SGCD"
"X214493_s_at","INADL"
"X214494_s_at","LOC101930112 /// SPG7"
"X214495_at","CACNG2"
"X214496_x_at","KAT6B"
"X214497_s_at","NHLH2"
"X214498_at","ASIP"
"X214499_s_at","BCLAF1"
"X214500_at","H2AFY"
"X214501_s_at","H2AFY"
"X214502_at","HIST1H2BJ"
"X214503_x_at","GPR135"
"X214504_at","ABO"
"X214505_s_at","FHL1"
"X214506_at","GPR182"
"X214507_s_at","EXOSC2"
"X214508_x_at","CREM"
"X214509_at","HIST1H3I"
"X214510_at","GPR20"
"X214511_x_at","FCGR1B"
"X214512_s_at","SUB1"
"X214513_s_at","CREB1"
"X214514_at","MCM3AP"
"X214515_at","OR1E1"
"X214516_at","HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4"
"X214517_at","KRTAP5-9"
"X214518_at","PDHA2"
"X214519_s_at","RLN2"
"X214520_at","FOXC2"
"X214521_at","HES2"
"X214522_x_at","HIST1H2AD /// HIST1H3D"
"X214523_at","CEBPE"
"X214524_at","GHRH"
"X214525_x_at","MLH3"
"X214526_x_at","PMS2P1"
"X214527_s_at","PQBP1"
"X214528_s_at","PAX8"
"X214529_at","TSHB"
"X214530_x_at","EPB41"
"X214531_s_at","SNX1"
"X214532_x_at","POU5F1B"
"X214533_at","CMA1"
"X214534_at","HIST1H1B"
"X214535_s_at","ADAMTS2"
"X214536_at","SLURP1"
"X214537_at","HIST1H1D"
"X214538_x_at","RGS6"
"X214539_at","SERPINB10"
"X214540_at","HIST1H2BO"
"X214541_s_at","QKI"
"X214542_x_at","HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM"
"X214543_x_at","QKI"
"X214544_s_at","SNAP23"
"X214545_s_at","PROSC"
"X214546_s_at","P2RY11 /// PPAN-P2RY11"
"X214547_at","ADCY10"
"X214548_x_at","GNAS"
"X214549_x_at","SPRR1A"
"X214550_s_at","TNPO3"
"X214551_s_at","CD7"
"X214552_s_at","RABEP1"
"X214553_s_at","ARPP19"
"X214554_at","HIST1H2AL"
"X214555_at","SSTR5"
"X214556_at","SSTR4"
"X214557_at","PTTG2"
"X214558_at","GPR12"
"X214559_at","DRD3"
"X214560_at","FPR3"
"X214561_at","LILRP2"
"X214562_at","HIST1H4L"
"X214563_at","PCDHGC3"
"X214564_s_at","PCDHGC3"
"X214565_s_at","SMR3A /// SMR3B"
"X214566_at","SMR3A"
"X214567_s_at","XCL1 /// XCL2"
"X214568_at","TPSD1"
"X214569_at","IFNA5"
"X214570_x_at","LOC102725072 /// LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P"
"X214571_at","FGF3"
"X214572_s_at","INSL3"
"X214574_x_at","LST1"
"X214575_s_at","AZU1"
"X214576_at","KRT36"
"X214577_at","MAP1B"
"X214578_s_at","ROCK1"
"X214579_at","NIPAL3"
"X214580_x_at","KRT6A /// KRT6B /// KRT6C"
"X214581_x_at","TNFRSF21"
"X214582_at","PDE3B"
"X214583_at","DDI2 /// RSC1A1"
"X214584_x_at","ACACB"
"X214585_s_at","VPS52"
"X214586_at","GPR37"
"X214587_at","COL8A1"
"X214588_s_at","MFAP3"
"X214589_at","FGF12"
"X214590_s_at","UBE2D1"
"X214591_at","KLHL4"
"X214592_s_at","SNAPC5"
"X214593_at","PIAS2"
"X214594_x_at","ATP8B1"
"X214595_at","KCNG1"
"X214596_at","CHRM3"
"X214597_at","SSTR2"
"X214598_at","CLDN8"
"X214599_at","IVL"
"X214600_at","TEAD1"
"X214601_at","TPH1"
"X214602_at","COL4A4"
"X214603_at","MAGEA2 /// MAGEA2B"
"X214604_at","HOXD11"
"X214605_x_at","GPR1"
"X214606_at","TSPAN2"
"X214607_at","PAK3"
"X214608_s_at","EYA1"
"X214609_at","PHOX2A"
"X214610_at","CYP11B1"
"X214611_at","GRIK1"
"X214612_x_at","MAGEA6"
"X214613_at","GPR3"
"X214614_at","MNX1"
"X214615_at","P2RY10"
"X214616_at","HIST1H3E"
"X214617_at","PRF1"
"X214618_at","CFLAR"
"X214619_at","CRHR1"
"X214620_x_at","PAM"
"X214621_at","GYS2"
"X214622_at","CYP21A1P /// CYP21A2"
"X214623_at","FBXW4P1"
"X214624_at","UPK1A"
"X214625_s_at","MINK1"
"X214626_s_at","GANAB"
"X214627_at","EPX"
"X214628_at","NHLH1"
"X214629_x_at","RTN4"
"X214630_at","CYP11B2"
"X214631_at","ZBTB33"
"X214632_at","NRP2"
"X214633_at","SOX3"
"X214634_at","HIST1H4I"
"X214635_at","CLDN9"
"X214636_at","CALCB"
"X214637_at","OSM"
"X214638_s_at","CCNT2"
"X214639_s_at","HOXA1"
"X214640_at","UNC93A"
"X214641_at","COL4A3"
"X214642_x_at","MAGEA10-MAGEA5 /// MAGEA5"
"X214643_x_at","BIN1"
"X214644_at","HIST1H2AK"
"X214645_at",""
"X214646_at","HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J"
"X214647_s_at","HFE"
"X214648_at","GPX5"
"X214649_s_at","MTMR2"
"X214650_x_at","MOG"
"X214651_s_at","HOXA10-HOXA9 /// HOXA9 /// MIR196B"
"X214652_at","DRD1"
"X214655_at","GPR6"
"X214656_x_at","MYO1C"
"X214657_s_at","MIR612 /// NEAT1"
"X214658_at","TMED7 /// TMED7-TICAM2"
"X214659_x_at","YLPM1"
"X214660_at","ITGA1"
"X214661_s_at","NOP14"
"X214662_at","WDR43"
"X214663_at","DSTYK"
"X214664_at","PAICS"
"X214665_s_at","CHP1"
"X214666_x_at","IREB2"
"X214667_s_at","TP53I11"
"X214668_at","SPRYD7"
"X214669_x_at","IGKC"
"X214670_at","ZKSCAN1"
"X214671_s_at","ABR"
"X214672_at","TTLL5"
"X214673_s_at","HUWE1"
"X214674_at","USP19"
"X214675_at","NUP188"
"X214676_x_at","MUC3B"
"X214677_x_at","IGLC1"
"X214678_x_at","ZFX"
"X214679_x_at","GNA11"
"X214680_at","NTRK2"
"X214681_at","GK"
"X214682_at","PKD1P1"
"X214683_s_at","CLK1"
"X214684_at","MEF2A"
"X214685_at","NOP14-AS1"
"X214686_at","ZNF266"
"X214687_x_at","ALDOA"
"X214688_at","TLE4"
"X214689_at","PAPPA2"
"X214690_at","TAF1B"
"X214691_x_at","FAM63B"
"X214692_s_at","JRK"
"X214693_x_at","NBPF10 /// NBPF14 /// NBPF26 /// NBPF9"
"X214694_at","MPRIP"
"X214695_at","UBAP2L"
"X214696_at","MIR22 /// MIR22HG"
"X214697_s_at","PTBP3"
"X214698_at","PTBP3"
"X214699_x_at","WIPI2"
"X214700_x_at","LOC101929336 /// RIF1"
"X214701_s_at","FN1"
"X214702_at","FN1"
"X214703_s_at","MAN2B2"
"X214704_at","TCF25"
"X214705_at","INADL"
"X214706_at","ZNF200"
"X214707_x_at","ALMS1"
"X214708_at","SNTB1"
"X214709_s_at","KTN1"
"X214710_s_at","CCNB1"
"X214711_at","GATC"
"X214712_at","SNX29P2"
"X214713_at","YLPM1"
"X214714_at","ZNF394"
"X214715_x_at","ZNF160"
"X214716_at","BMP2K"
"X214717_at","PKI55"
"X214718_at","GATAD1"
"X214719_at","SLC46A3"
"X214720_x_at","SEPT10"
"X214721_x_at","CDC42EP4"
"X214722_at","NOTCH2NL"
"X214723_x_at","ANKRD36"
"X214724_at","DIXDC1"
"X214725_at","SBSPON"
"X214726_x_at","ADD1"
"X214727_at","BRCA2"
"X214728_x_at","SMARCA4"
"X214729_at","TWISTNB"
"X214730_s_at","GLG1"
"X214731_at",""
"X214732_at","SP1"
"X214733_s_at","YIPF1"
"X214734_at","EXPH5"
"X214735_at","IPCEF1"
"X214736_s_at","ADD1"
"X214737_x_at","HNRNPC"
"X214738_s_at","NEK9"
"X214739_at","LRCH3"
"X214740_at","POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL"
"X214741_at","LOC100506639 /// ZNF131"
"X214742_at","CEP131"
"X214743_at","CUX1"
"X214744_s_at","RPL23 /// SNORA21"
"X214745_at","PLCH1"
"X214746_s_at","ZNF467"
"X214747_at","ZBED4"
"X214748_at","N4BP2L2"
"X214749_s_at","ARMCX6"
"X214750_at","PLAC4"
"X214751_at","ZNF468"
"X214752_x_at","FLNA"
"X214753_at","N4BP2L2 /// U50535"
"X214754_at","TET3"
"X214755_at","UAP1L1"
"X214756_x_at","PMS2P1"
"X214757_at","PMS2L2"
"X214758_at","DCAF4"
"X214759_at","WTAP"
"X214760_at","ZNF337"
"X214761_at","ZNF423"
"X214762_at","ATP6V1G2"
"X214763_at","ACOT11"
"X214764_at","RRP15"
"X214765_s_at","NAAA"
"X214766_s_at","AHCTF1"
"X214767_s_at","HSPB6"
"X214768_x_at","IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28"
"X214769_at","CLCN4"
"X214770_at","MSR1"
"X214771_x_at","MPRIP"
"X214772_at","KIAA1549L"
"X214773_x_at","TIPRL"
"X214774_x_at","TOX3"
"X214775_at","N4BP3"
"X214776_x_at","XYLB"
"X214777_at","abParts /// IGKC /// IGKV4-1 /// IGKV4-1"
"X214778_at","MEGF8"
"X214779_s_at","SGSM3"
"X214780_s_at","MYO9B"
"X214781_at",""
"X214782_at","CTTN"
"X214783_s_at","ANXA11"
"X214784_x_at","XPO6"
"X214785_at","VPS13A"
"X214786_at","MAP3K1"
"X214787_at","DENND4A"
"X214788_x_at","DDN"
"X214789_x_at","SRSF8"
"X214790_at","SENP6"
"X214791_at","SP140L"
"X214792_x_at","VAMP2"
"X214793_at","DUSP7"
"X214794_at","PA2G4"
"X214795_at","ZMYND8"
"X214796_at","KIAA1456 /// LOC101927137"
"X214797_s_at","CDK18"
"X214798_at","ATP2C2"
"X214799_at","NFASC"
"X214800_x_at","BTF3"
"X214801_at","TOR1AIP2"
"X214802_at","EXOC7"
"X214803_at","CDH6"
"X214804_at","CENPI"
"X214805_at","EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10"
"X214806_at","BICD1"
"X214807_at","PLXDC2"
"X214808_at","RP11-395B7.7"
"X214809_at","LOC100294145"
"X214811_at","RIMBP2"
"X214812_s_at","MOB1A"
"X214813_at","ZNF75D"
"X214814_at","YTHDC1"
"X214815_at","TRIM33"
"X214816_x_at","C19orf40"
"X214817_at","UNC13A"
"X214818_at","CCDC57"
"X214819_at","IQSEC2"
"X214820_at","BRWD1"
"X214821_at","SLC25A4"
"X214822_at","BRINP2"
"X214823_at","ZNF204P"
"X214824_at",""
"X214825_at","FAM155A"
"X214826_at","PDE12"
"X214827_at","PARD6B"
"X214828_s_at","RRP7A /// RRP7B"
"X214829_at","AASS"
"X214830_at","SLC38A6"
"X214831_at","ELK4"
"X214832_at","HNF4A"
"X214833_at","TMEM63A"
"X214834_at","PWAR5"
"X214835_s_at","SUCLG2"
"X214836_x_at","IGK /// IGKC"
"X214837_at","ALB"
"X214838_at","SFT2D2"
"X214839_at","LINC00599 /// MIR124-1"
"X214840_at","TOM1L2"
"X214841_at","CNIH3"
"X214842_s_at","ALB"
"X214843_s_at","USP33"
"X214844_s_at","DOK5"
"X214845_s_at","CALU"
"X214846_s_at","ALPK3"
"X214847_s_at","GPSM3"
"X214848_at","YWHAZ"
"X214849_at","KCTD20"
"X214850_at","SMA4"
"X214851_at","HNF4A"
"X214852_x_at","VPS13A"
"X214853_s_at","SHC1"
"X214854_at","AC004490.1 /// AX746733"
"X214855_s_at","RALGAPA1 /// RALGAPA1P"
"X214856_at","SPTBN1"
"X214857_at","RPARP-AS1"
"X214858_at","PP14571"
"X214859_at","FSTL4"
"X214860_at","SLC9A7"
"X214861_at","KDM4C"
"X214862_x_at","RP11-119F7.5"
"X214863_at",""
"X214864_s_at","GRHPR"
"X214865_at","DOT1L"
"X214866_at","PLAUR"
"X214867_at","NDST2 /// ZSWIM8-AS1"
"X214868_at","PIWIL1"
"X214869_x_at","GAPVD1"
"X214870_x_at","LOC101930075 /// LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1"
"X214871_x_at","LOC100287590"
"X214872_at","LOC101929336 /// RIF1"
"X214873_at","LRP5L"
"X214874_at","PKP4"
"X214875_x_at","APLP2"
"X214876_s_at","TUBGCP5"
"X214877_at","CDKAL1"
"X214878_at","LOC101929740 /// ZNF37A"
"X214879_x_at","USF2"
"X214880_x_at","CALD1"
"X214881_s_at","UBTF"
"X214882_s_at","MIR636 /// SRSF2"
"X214883_at","THRA"
"X214884_at","MCF2"
"X214885_at","KAT8"
"X214886_s_at","N4BP2L1"
"X214887_at","N4BP2L1"
"X214888_at","CAPN2"
"X214889_at","FAM149A"
"X214890_s_at","FAM149A"
"X214891_at","FBXO21"
"X214892_x_at","CACTIN"
"X214893_x_at","HCN2"
"X214894_x_at","MACF1"
"X214895_s_at","ADAM10"
"X214896_at","LINC01314"
"X214897_at",""
"X214898_x_at","MUC3B"
"X214899_at","ZNF780B"
"X214900_at","ZKSCAN1"
"X214901_at","ZNF8"
"X214902_x_at","LPP"
"X214903_at","SYT2"
"X214904_at","ZNF41"
"X214905_at","RASGRF1"
"X214906_x_at","N4BP2L1"
"X214907_at","CEACAM21"
"X214908_s_at","TRRAP"
"X214909_s_at","DDAH2"
"X214910_s_at","APOM"
"X214911_s_at","BRD2"
"X214912_at",""
"X214913_at","ADAMTS3"
"X214914_at","FAM13C"
"X214915_at","ZNF362"
"X214916_x_at","IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31"
"X214917_at","PRKAA1"
"X214918_at","HNRNPM"
"X214919_s_at","ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3"
"X214920_at","THSD7A"
"X214921_at","KCNMA1"
"X214922_at","ZNF484"
"X214923_at","ATP6V1D"
"X214924_s_at","TRAK1"
"X214925_s_at","SPTAN1"
"X214926_at","SPTAN1"
"X214927_at","ITGBL1"
"X214928_at","OBSL1"
"X214929_s_at","KIAA1109"
"X214930_at","SLITRK5"
"X214931_s_at","SRPK2"
"X214932_at","KIDINS220"
"X214933_at","CACNA1A /// LOC100507353"
"X214934_at","ATP9B"
"X214935_at","IL4I1 /// NUP62"
"X214936_at","LRCH1"
"X214937_x_at","PCM1"
"X214938_x_at","HMGB1"
"X214939_x_at","MLLT4"
"X214940_s_at","SMG6"
"X214941_s_at","PRPF40A"
"X214942_at","RBM34"
"X214943_s_at","ARID4B /// RBM34"
"X214944_at","PHLPP2"
"X214945_at","FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363"
"X214946_x_at","FAM21A /// FAM21C /// LOC101930591"
"X214947_at","FAM105A"
"X214948_s_at","TMF1"
"X214949_at",""
"X214950_at",""
"X214951_at","SLC26A10"
"X214952_at","NCAM1"
"X214953_s_at","APP"
"X214954_at","SUSD5"
"X214955_at","TMPRSS6"
"X214956_at","AAK1"
"X214957_at","ACTL8"
"X214958_s_at","TMC6"
